sport,casa de apostes,equipo1,equipo2,cuota1,cuotaX,cuota2,lliga
Futbol,Betfair,Zorya Lugansk,Ostersunds FK,2.0,3.4,4.0,Undefined
Futbol,Betfair,Steaua Bucharest,Viktoria Plzen,2.05,3.4,3.75,Undefined
Futbol,Betfair,Skopje,Zenit St Petersburg,7.0,4.2,1.5,Undefined
Futbol,Betfair,Arsenal,Plaza Colonia,1.36,5.0,8.0,Undefined
Futbol,Betfair,Hapoel Beer Sheva,Lugano,1.57,4.2,5.5,Undefined
Futbol,Betfair,Red Star Belgrade,BATE Borisov,1.66,3.75,5.5,Undefined
Futbol,Betfair,Marseille,Konyaspor,1.33,5.0,10.0,Undefined
Futbol,Betfair,Zulte Waregem,Olympique Gymnaste Club de Nice,3.0,3.4,2.4,Undefined
Futbol,Betfair,R. Sociedad,Rosenborg,1.25,5.5,12.0,Undefined
Futbol,Betfair,Stjarnan,Vikingur Olafsvk,1.18,6.0,12.0,Undefined
Futbol,Betfair,Fluminense,LDU Quito,1.44,4.33,7.5,Undefined
Futbol,Betfair,Iberia,Santiago W.,3.3,3.3,2.0,Undefined
Futbol,Betfair,Jorge Wilstermann,River Plate,3.0,3.0,2.45,Undefined
Futbol,Betfair,Colon Santa Fe,Libertad,1.7,3.4,5.0,Undefined
Futbol,Betfair,Hifk,Jyvaskyla,1.66,3.75,4.8,Undefined
Futbol,Betfair,Nups,TPV Tampere,4.2,4.5,1.61,Undefined
Futbol,Betfair,Silkeborg,Odense Q,2.87,3.3,2.5,Undefined
Futbol,Betfair,Arka Gdynia,Zaglebie Lubin,2.75,3.1,2.6,Undefined
Futbol,Betfair,Union Berlin,Braunschweig,2.0,3.4,3.6,Undefined
Futbol,Betfair,WSG Wattens,FC Liefering,3.3,3.25,2.2,Undefined
Futbol,Betfair,Austria Vienna,Hartberg,9.5,4.33,1.36,Undefined
Futbol,Betfair,Arsenal Tula,Dinamo Moscow,2.7,3.0,2.7,Undefined
Futbol,Betfair,Kalmar,Norrkoping,2.4,3.4,3.0,Undefined
Futbol,Betfair,Odense Q,Elfsborg,1.85,3.8,4.0,Undefined
Futbol,Betfair,Levski Sofia,FK Septemvri Sofia,1.25,6.0,10.0,Undefined
Futbol,Betfair,Kayserispor,Antalyaspor,2.4,3.4,2.87,Undefined
Futbol,Betfair,Venezia,Spezia,2.1,3.0,3.8,Undefined
Futbol,Betfair,CS Municipal Studentesc Iasi,CS Voluntari,2.3,3.1,3.25,Undefined
Futbol,Betfair,US Orleans,Niort,1.95,3.3,4.0,Undefined
Futbol,Betfair,Paris SG,Tours,2.0,3.1,4.0,Undefined
Futbol,Betfair,Valenciennes,Lens,2.8,3.2,2.5,Undefined
Futbol,Betfair,Brest,Le Havre,2.5,3.0,2.9,Undefined
Futbol,Betfair,Lorient,Ajaccio,1.61,3.75,5.5,Undefined
Futbol,Betfair,US Quevilly Rouen,Nancy,4.0,3.3,1.95,Undefined
Futbol,Betfair,Nimes,Auxerre,1.9,3.4,4.2,Undefined
Futbol,Betfair,Sparta Rotterdam,AZ Alkmaar,3.4,3.6,2.0,Undefined
Futbol,Betfair,Randers,Lyngby,2.2,3.3,3.5,Undefined
Futbol,Betfair,Hannover 96,Hamburger SV,2.2,3.3,3.5,Undefined
Futbol,Marathonbet,Hoffenheim,Sporting Braga,1.31,6.0,11.0,UEFA Europe League
Futbol,Marathonbet,Atalanta Bergamasca Calcio,Everton,2.41,3.35,3.26,UEFA Europe League
Futbol,Marathonbet,Dynamo Kiev,Skenderbeu Korce,1.15,9.1,23.0,UEFA Europe League
Futbol,Marathonbet,Istanbul Basaksehir,Ludogorets Razgrad,1.59,4.3,6.3,UEFA Europe League
Futbol,Marathonbet,Slavia Prague,Maccabi Netanya,2.1,3.36,4.05,UEFA Europe League
Futbol,Marathonbet,Young Boys Bern,Partizan Belgrade,1.86,3.8,4.55,UEFA Europe League
Futbol,Marathonbet,Arsenal,FC Koln,1.38,5.5,8.8,UEFA Europe League
Futbol,Marathonbet,Hapoel Beer Sheva,Lugano,1.63,4.15,6.0,UEFA Europe League
Futbol,Marathonbet,Marseille,Konyaspor,1.34,5.4,11.5,UEFA Europe League
Futbol,Marathonbet,Steaua Bucharest,Viktoria Plzen,2.1,3.42,3.96,UEFA Europe League
Futbol,Marathonbet,Vitesse Arnheim,Lazio,4.65,3.95,1.81,UEFA Europe League
Futbol,Marathonbet,Zorya Lugansk,Ostersunds FK,2.13,3.4,3.9,UEFA Europe League
Futbol,Marathonbet,Apollon Limassol LFC,Lyon,6.0,4.25,1.62,UEFA Europe League
Futbol,Marathonbet,Austria Vienna,AC Milan,8.0,4.95,1.44,UEFA Europe League
Futbol,Marathonbet,FC Copenhagen,FC Lokomotiv Moscow,2.43,3.25,3.32,UEFA Europe League
Futbol,Marathonbet,Rijeka,AEK Athen,2.43,3.1,3.5,UEFA Europe League
Futbol,Marathonbet,Villarreal,FC Astana,1.22,7.0,17.0,UEFA Europe League
Futbol,Marathonbet,Zlin,FC Sheriff Tiraspol,2.38,3.26,3.4,UEFA Europe League
Futbol,Marathonbet,Red Star Belgrade,BATE Borisov,1.64,3.96,6.3,UEFA Europe League
Futbol,Marathonbet,Hertha BSC,Athletic de Bilbao,2.85,3.3,2.73,UEFA Europe League
Futbol,Marathonbet,CD Real Sociedad,Rosenborg,1.27,6.4,13.0,UEFA Europe League
Futbol,Marathonbet,Skopje,Zenit St Petersburg,6.9,4.45,1.54,UEFA Europe League
Futbol,Marathonbet,Vitoria Guimaraes,RB Salzburg,4.25,3.68,1.95,UEFA Europe League
Futbol,Marathonbet,Zulte Waregem,Olympique Gymnaste Club de Nice,3.16,3.5,2.39,UEFA Europe League
Futbol,Marathonbet,Atletico San Luis,U. de Chile,2.88,3.56,2.49,Chile
Futbol,Marathonbet,Iberia,Santiago W.,3.54,3.38,2.21,Chile
Futbol,Marathonbet,Ind. Medellin,Deportivo Cali,1.9,3.24,4.85,Colombia
Futbol,Marathonbet,CD Motagua,CD Vida,1.4,4.55,7.7,Honduras
Futbol,Marathonbet,Breidablik,Vikingur Reykjavik,2.97,3.52,2.47,Iceland
Futbol,Marathonbet,Ka Akureyri,Valur,3.68,3.7,2.07,Iceland
Futbol,Marathonbet,Vikingur Reykjavik,Hafnarfjordur,3.4,3.55,2.22,Iceland
Futbol,Marathonbet,Fjlnir Reykjavik,IA Akranes,1.67,4.35,5.1,Iceland
Futbol,Marathonbet,Vestmannaeyjar,Grindavik Umf,1.97,3.88,3.84,Iceland
Futbol,Marathonbet,Stjarnan,Vikingur Olafsvk,1.26,6.5,13.0,Iceland
Futbol,William Hill,FC Fastav Zlin,FC Sheriff Tiraspol,2.25,3.1,3.4,UEFA Europe League
Futbol,William Hill,Apollon Limassol LFC,Lyon,5.5,3.8,1.61,UEFA Europe League
Futbol,William Hill,Atalanta Bergamasca Calcio,Everton,2.37,3.2,3.1,UEFA Europe League
Futbol,William Hill,Rijeka,AEK Athen,2.3,3.0,3.4,UEFA Europe League
Futbol,William Hill,Istanbul Basaksehir,Ludogorets Razgrad,1.57,3.8,6.0,UEFA Europe League
Futbol,William Hill,Hoffenheim,Sporting Braga,1.3,5.5,9.0,UEFA Europe League
Futbol,William Hill,Young Boys Bern,Partizan Belgrade,1.83,3.5,4.33,UEFA Europe League
Futbol,William Hill,Villarreal,FC Astana,1.22,6.0,13.0,UEFA Europe League
Futbol,William Hill,CD Real Sociedad,Rosenborg,1.25,5.5,12.0,UEFA Europe League
Futbol,William Hill,Skopje,Zenit St Petersburg,6.0,4.2,1.53,UEFA Europe League
Futbol,William Hill,Vitesse Arnheim,Lazio,3.8,3.6,1.91,UEFA Europe League
Futbol,William Hill,Zulte Waregem,Olympique Gymnaste Club de Nice,3.0,3.4,2.3,UEFA Europe League
Futbol,William Hill,Arsenal,Plaza Colonia,1.4,4.5,8.0,UEFA Europe League
Futbol,William Hill,Marseille,Konyaspor,1.33,4.8,9.5,UEFA Europe League
Futbol,William Hill,Steaua Bucharest,Viktoria Plzen,2.1,3.4,3.4,UEFA Europe League
Futbol,William Hill,Hapoel Beer Sheva,Lugano,1.53,4.0,6.5,UEFA Europe League
Futbol,William Hill,Pau,Grenoble,2.6,2.8,2.87,France
Futbol,William Hill,Breidablik,Vikingur Reykjavik,2.75,3.3,2.3,Iceland
Futbol,William Hill,Fjlnir Reykjavik,IA Akranes,1.6,4.0,4.5,Iceland
Futbol,William Hill,Vikingur Reykjavik,Hafnarfjordur,3.1,3.3,2.1,Iceland
Futbol,William Hill,Vestmannaeyjar,Grindavik Umf,1.85,3.6,3.6,Iceland
Futbol,William Hill,Ka Akureyri,Valur,3.25,3.4,2.0,Iceland
Futbol,William Hill,Stjarnan,Vikingur Olafsvk,1.2,6.0,10.0,Iceland
Futbol,William Hill,FC Haka Valkeakoski,Inter Turku,3.4,3.4,2.0,Finland
Futbol,Sportium,Altach,Rapid Vienna,3.1,3.25,2.15,Germany
Futbol,Sportium,Wolfsberger AC,FC Blau Weiss Linz,2.65,3.0,2.65,Germany
Futbol,Sportium,Admira Wacker,Sturm Graz,2.8,3.25,2.35,Germany
Futbol,Sportium,Mattersburg,RB Salzburg,5.75,3.8,1.57,Germany
Futbol,Sportium,FC Blau Weiss Linz,SC Wiener Neustadt,2.62,3.2,2.5,Austria
Futbol,Sportium,Oostende,Gent,2.65,3.3,2.45,Spain
Futbol,Sportium,Kortrijk,Anderlecht,4.33,3.7,1.72,Spain
Futbol,Sportium,Lokeren,FC Antwerpen,2.15,3.2,3.2,Spain
Futbol,Sportium,Eupen,Standard Liege,3.1,3.5,2.1,Spain
Futbol,Sportium,Ceara,CF America,2.35,2.9,3.0,Brazil
Futbol,Sportium,Oeste SP,Nautico PE,1.83,3.1,4.4,Brazil
Futbol,Sportium,Internacional RS,Figueirense,1.25,4.8,11.0,Brazil
Futbol,Sportium,Vila Nova,Luverdense MT,1.72,3.25,4.75,Brazil
Futbol,Sportium,Paysandu,ABC RN,1.57,3.4,6.0,Brazil
Futbol,Sportium,Teplice,Bohemians 1905,1.72,3.25,5.0,Czech
Futbol,Sportium,MFK Karvina,SK Sigma Olomouc,2.4,3.1,2.87,Czech
Futbol,Sportium,Slovacko,Boleslav,2.87,3.1,2.4,Czech
Futbol,Sportium,Jablonec,Jihlava,1.44,4.0,7.0,Czech
Futbol,Sportium,Arka Gdynia,Zaglebie Lubin,2.7,3.0,2.5,Poland
Futbol,Sportium,Gornik Zabrze,WKS Slask Wroclaw,2.15,3.2,3.0,Poland
Futbol,Sportium,Sandecja Nowy Sacz,Termalica Bruk Bet Nieciecza,2.62,3.0,2.6,Poland
Futbol,Sportium,Ruch Chorzow,GKS Tychy 71,2.87,3.25,2.11,Poland
Futbol,Sportium,Arsenal Tula,Dinamo Moscow,2.65,2.9,2.75,Russia
Futbol,Sportium,CSKA Moscow,FK Rostov,1.66,3.3,5.5,Russia
Futbol,Sportium,Silkeborg,Odense Q,2.7,3.1,2.45,Denmark
Futbol,Sportium,Randers,Lyngby,2.1,3.0,3.3,Denmark
Futbol,Sportium,FC Midtjylland,Hobro IK,1.5,4.0,5.25,Denmark
Futbol,Sportium,FC Helsingor,FC Copenhagen,7.5,4.2,1.4,Denmark
Futbol,Sportium,Brondby IF,Aalborg,1.44,4.0,6.0,Denmark
Futbol,Sportium,Nordsjaelland,AGF Aarhus,2.1,3.4,3.1,Denmark
Futbol,Sportium,Skive,Vendsyssel FF,4.0,3.6,1.8,Denmark
Futbol,Sportium,Brabrand,Esbjerg,4.5,3.75,1.66,Denmark
Futbol,Sportium,Lolland,Thisted FC,2.11,3.5,3.0,Denmark
Futbol,Sportium,Vejle,Fredericia,2.05,3.4,3.3,Denmark
Futbol,Sportium,Roskilde,FC Amager,1.9,3.4,3.7,Denmark
Futbol,Sportium,Bournemouth,Brighton,2.15,3.2,3.4,England
Futbol,Sportium,Crystal Palace,Southampton,3.0,3.1,2.45,England
Futbol,Sportium,Huddersfield Town,Leicester City,3.2,3.2,2.3,England
Futbol,Sportium,Liverpool,Burnley,1.28,5.5,12.0,England
Futbol,Sportium,Newcastle United,Stoke City,2.35,3.1,3.1,England
Futbol,Sportium,Watford,Manchester City,8.5,5.0,1.33,England
Futbol,Sportium,West Bromwich,West Ham,2.35,3.1,3.2,England
Futbol,Sportium,Tottenham Hotspur,Swansea,1.22,6.0,15.0,England
Futbol,Sportium,Chelsea,Arsenal,1.8,3.8,4.2,England
Futbol,Sportium,Manchester United,Everton,1.4,4.5,8.5,England
Futbol,Sportium,West Ham,Tottenham Hotspur,5.5,4.0,1.6,England
Futbol,Sportium,Southampton,Manchester United,4.2,3.5,1.87,England
Futbol,Sportium,Manchester City,Crystal Palace,1.16,7.0,19.0,England
Futbol,Sportium,Burnley,Huddersfield Town,2.25,3.0,3.5,England
Futbol,Sportium,Everton,Bournemouth,1.61,3.9,5.25,England
Futbol,Sportium,Stoke City,Chelsea,5.25,3.75,1.66,England
Futbol,Sportium,Swansea,Watford,2.3,3.2,3.2,England
Futbol,Sportium,Leicester City,Liverpool,3.7,3.5,1.95,England
Futbol,Sportium,Brighton,Newcastle United,2.55,3.0,2.9,England
Futbol,Sportium,Arsenal,West Bromwich,1.33,5.2,9.5,England
Futbol,Sportium,Hull City,Sunderland,2.1,3.4,3.5,England
Futbol,Sportium,Millwall,Leeds United,2.8,3.1,2.6,England
Futbol,Sportium,Middlesbrough,Queens Park,1.72,3.5,5.0,England
Futbol,Sportium,Birmingham City,Preston North End,2.5,3.1,2.87,England
Futbol,Sportium,Sheffield United,Norwich,2.4,3.4,2.8,England
Futbol,Sportium,Burton Albion FC,Fulham,3.9,3.6,1.87,England
Futbol,Sportium,Ipswich,Bolton,2.0,3.4,3.75,England
Futbol,Sportium,Bristol City,Derby County,2.4,3.25,2.9,England
Futbol,Sportium,Brentford,Reading,2.05,3.6,3.4,England
Futbol,Sportium,Barnsley,Aston Villa FC,3.4,3.4,2.1,England
Futbol,Sportium,Bury,Plymouth Argyle,2.45,3.3,2.87,England
Futbol,Sportium,Oldham,Shrewsbury Town,2.87,3.0,2.55,England
Futbol,Sportium,Milton Keynes Dons,Rochdale,2.1,3.3,3.4,England
Futbol,Sportium,Wigan,Bristol Rovers,1.75,3.6,4.6,England
Futbol,Sportium,Southend,Northampton,2.0,3.4,3.7,England
Futbol,Sportium,Bradford City,Rotherham,2.2,3.3,3.25,England
Futbol,Sportium,Walsall,Peterborough,2.7,3.4,2.5,England
Futbol,Sportium,Gillingham,Charlton Athletic,3.75,3.5,1.95,England
Futbol,Sportium,Blackburn Rovers,AFC Wimbledon,1.61,3.7,5.5,England
Futbol,Sportium,Blackpool,Oxford United,2.62,3.2,2.7,England
Futbol,Sportium,Portsmouth,Fleetwood Town,2.0,3.2,3.9,England
Futbol,Sportium,Doncaster,Scunthorpe United,2.35,3.3,3.0,England
Futbol,Sportium,FC Haka Valkeakoski,Inter Turku,3.5,3.4,2.0,Finland
Futbol,Sportium,Eif,OPS-jp,1.72,3.7,4.0,Finland
Futbol,Sportium,KPV Kokkola,IF Gnistan,1.33,4.5,8.5,Finland
Futbol,Sportium,Jaro FF,FC Honka,3.6,3.4,1.9,Finland
Futbol,Sportium,Fiorentina,Bologna,1.53,4.2,5.75,Italy
Futbol,Sportium,Roma,Hellas Verona,1.2,6.5,15.0,Italy
Futbol,Sportium,Sassuolo,Juventus,7.0,4.0,1.5,Italy
Futbol,Sportium,AC Milan,Udinese,1.4,4.4,8.0,Italy
Futbol,Sportium,Torino,Sampdoria,1.7,3.9,4.5,Italy
Futbol,Sportium,Chievo,Atalanta Bergamasca Calcio,2.75,3.1,2.62,Italy
Futbol,Sportium,Spal 2013,Cagliari,2.4,3.25,2.9,Italy
Futbol,Sportium,Napoli,Benevento Calcio,1.12,9.0,26.0,Italy
Futbol,Sportium,Venezia,Spezia,2.1,2.9,3.6,Italy
Futbol,Sportium,Cesena,Avellino,2.1,3.0,3.5,Italy
Futbol,Sportium,Foggia,Palermo,2.55,3.3,2.55,Italy
Futbol,Sportium,Virtus Entella,Ternana Calcio,2.05,3.1,3.6,Italy
Futbol,Sportium,Frosinone,Bari,2.05,3.2,3.6,Italy
Futbol,Sportium,Empoli,Ascoli,1.57,3.6,6.0,Italy
Futbol,Sportium,Novara,Cittadella,2.1,3.1,3.4,Italy
Futbol,Sportium,Cremonese,Carpi,1.95,3.1,4.0,Italy
Futbol,Sportium,Brescia,Pro Vercelli,1.95,3.1,4.0,Italy
Futbol,Sportium,Monaco,Strasbourg,1.22,6.5,13.0,France
Futbol,Sportium,Nantes,Caen,2.05,3.1,3.9,France
Futbol,Sportium,Guingamp,Lille,2.2,3.25,3.3,France
Futbol,Sportium,SC Amiens,Marseille,3.7,3.3,2.05,France
Futbol,Sportium,Dijon,St. Etienne,3.1,3.1,2.37,France
Futbol,Sportium,Troyes,Montpellier,2.65,3.1,2.7,France
Futbol,Sportium,Rennes,Olympique Gymnaste Club de Nice,2.3,3.2,3.2,France
Futbol,Sportium,Angers,Metz,1.5,4.0,6.5,France
Futbol,Sportium,Paris SG,Lyon,1.16,8.0,17.0,France
Futbol,Sportium,Nimes,Auxerre,1.87,3.1,4.2,France
Futbol,Sportium,US Quevilly Rouen,Nancy,3.6,3.2,2.05,France
Futbol,Sportium,Lorient,Ajaccio,1.6,3.6,5.5,France
Futbol,Sportium,Valenciennes,Lens,2.75,3.1,2.45,France
Futbol,Sportium,Brest,Le Havre,2.4,3.1,2.87,France
Futbol,Sportium,US Orleans,Niort,1.95,3.2,3.9,France
Futbol,Sportium,Paris SG,Tours,2.1,3.0,3.7,France
Futbol,Sportium,Sochaux,Stade de Reims,2.6,3.0,2.75,France
Futbol,Sportium,Niigata Albirex,Kashima Antlers,4.5,3.5,1.7,Champions League
Futbol,Sportium,Omiya Ardija,Gamba Osaka,3.1,3.25,2.1,Champions League
Futbol,Sportium,Shimizu S-Pulse,Kawasaki Frontale,3.8,3.5,1.8,Champions League
Futbol,Sportium,Sanfrecce Hiroshima,Cerezo Osaka,2.9,3.2,2.2,Champions League
Futbol,Sportium,Vissel Kobe,Consadole Sapporo,1.8,3.4,4.0,Champions League
Futbol,Sportium,FC Tokyo,Vegalta Sendai,1.95,3.25,3.5,Champions League
Futbol,Sportium,Yokohama Marinos,Kashiwa Reysol,2.7,3.0,2.45,Champions League
Futbol,Sportium,Iwata Jubilo,Urawa Red Diamonds,3.1,3.4,2.05,Champions League
Futbol,Sportium,Tokushima Vortis,Fagiano Okayama,1.9,3.1,3.7,Champions League
Futbol,Sportium,Yokohama Marinos,Tokyo Verdy,2.4,2.9,2.8,Champions League
Futbol,Sportium,FC Machida Zelvia,Montedio Yamagata,2.35,2.87,2.9,Champions League
Futbol,Sportium,Renofa Yamaguchi,FC Gifu,2.5,3.2,2.5,Champions League
Futbol,Sportium,Oita Trinita,V-Varen Nagasaki,2.4,2.87,2.8,Champions League
Futbol,Sportium,Shonan Bellmare,Kamatamare Sanuki,1.57,3.5,5.0,Champions League
Futbol,Sportium,Roasso Kumamoto,Avispa Fukuoka,5.0,3.2,1.66,Champions League
Futbol,Sportium,Zwiegen Kanazawa,Nagoya Grampus Eight,3.4,3.4,1.9,Champions League
Futbol,Sportium,Istanbul Basaksehir,Ludogorets Razgrad,1.6,3.8,5.8,UEFA Europe League
Futbol,Sportium,Rijeka,AEK Athen,2.35,2.9,3.4,UEFA Europe League
Futbol,Sportium,Hoffenheim,Sporting Braga,1.3,5.25,11.0,UEFA Europe League
Futbol,Sportium,Villarreal,FC Astana,1.22,6.0,13.0,UEFA Europe League
Futbol,Sportium,Dynamo Kiev,Skenderbeu Korce,1.14,8.0,23.0,UEFA Europe League
Futbol,Sportium,Apollon Limassol LFC,Lyon,5.5,4.0,1.66,UEFA Europe League
Futbol,Sportium,Young Boys Bern,Partizan Belgrade,1.83,3.6,4.25,UEFA Europe League
Futbol,Sportium,Atalanta Bergamasca Calcio,Everton,2.37,3.2,3.25,UEFA Europe League
Futbol,Sportium,Marseille,Konyaspor,1.33,4.8,11.0,UEFA Europe League
Futbol,Sportium,Steaua Bucharest,Viktoria Plzen,2.05,3.25,3.8,UEFA Europe League
Futbol,Sportium,Vitesse Arnheim,Lazio,4.33,3.75,1.85,UEFA Europe League
Futbol,Sportium,Hapoel Beer Sheva,Lugano,1.6,3.8,5.75,UEFA Europe League
Futbol,Sportium,Zulte Waregem,Olympique Gymnaste Club de Nice,2.87,3.3,2.37,UEFA Europe League
Futbol,Sportium,CD Real Sociedad,Rosenborg,1.25,5.5,12.0,UEFA Europe League
Futbol,Sportium,Vitoria Guimaraes,RB Salzburg,4.0,3.4,1.9,UEFA Europe League
Futbol,Sportium,Skopje,Zenit St Petersburg,6.5,4.0,1.53,UEFA Europe League
Futbol,Sportium,Hertha BSC,Athletic de Bilbao,2.8,3.1,2.6,UEFA Europe League
Futbol,Sportium,Arsenal,Plaza Colonia,1.4,5.0,8.5,UEFA Europe League
Futbol,Sportium,Haecken,Elfsborg,1.8,3.6,3.75,Sweden
Futbol,Sportium,Kalmar,Norrkoping,2.25,3.25,2.8,Sweden
Futbol,Sportium,Gais Gteborg,Jonkopings Sodra IF,1.66,3.6,4.75,Sweden
Futbol,Sportium,Djurgarden,Orebro SK,1.36,4.6,7.0,Sweden
Futbol,Sportium,IK Sirius,Ostersunds FK,2.35,3.2,2.75,Sweden
Futbol,Sportium,Malmo FF,Hammarby,1.4,4.33,7.0,Sweden
Futbol,Sportium,,Syrianska FC,2.2,3.5,2.9,Sweden
Futbol,Sportium,Gefle,Dalkurd FF,3.5,3.5,1.9,Sweden
Futbol,Sportium,Falkenberg,Orgryte,1.83,3.6,3.8,Sweden
Futbol,Sportium,Norrby IF,Brommapojkarna,5.0,4.0,1.57,Sweden
Futbol,Sportium,Helsingborgs IF,Varbergs Bois FC,1.8,3.6,4.0,Sweden
Futbol,Sportium,Gais Gteborg,IK Frej,2.0,3.3,3.5,Sweden
Futbol,Sportium,Pacos Ferreira,Vitoria Setubal,2.2,3.0,3.4,Portugal
Futbol,Sportium,Maritimo Funchal,Aves,2.15,3.0,3.5,Portugal
Futbol,Sportium,Boavista Porto,Benfica Lissabon,7.0,4.0,1.44,Portugal
Futbol,Sportium,Sporting Lissabon,CD Tondela,1.15,7.0,19.0,Portugal
Futbol,Sportium,Sporting Braga,Vitoria Guimaraes,1.95,3.25,3.6,Portugal
Futbol,Sportium,Belenenses,Estoril,2.25,3.0,3.2,Portugal
Futbol,Sportium,Portimonense,Feirense,2.2,3.0,3.25,Portugal
Futbol,Sportium,Desportivo Chaves,Moreirense,2.1,3.0,3.5,Portugal
Futbol,Sportium,Sparta Rotterdam,AZ Alkmaar,3.4,3.5,1.95,Holland
Futbol,Sportium,Excelsior,Heerenveen,3.1,3.4,2.1,Holland
Futbol,Sportium,NAC Breda,Groningen,2.8,3.4,2.3,Holland
Futbol,Sportium,Den Haag,Ajax Amsterdam,11.0,5.5,1.25,Holland
Futbol,Sportium,FC Twente Enschede,FC Utrecht,3.4,3.4,2.0,Holland
Futbol,Sportium,Vitesse Arnheim,Venlo,1.66,3.75,4.5,Holland
Futbol,Sportium,PSV Eindhoven,Feyenoord,2.05,3.4,3.25,Holland
Futbol,Sportium,Helmond Sport,Jong Ajax Amsterdam,3.0,3.6,2.1,Holland
Futbol,Sportium,FC Oss,AZ Alkmaar,2.45,3.5,2.55,Holland
Futbol,Sportium,Telstar,Den Bosch,2.2,3.4,2.87,Holland
Futbol,Sportium,Nijmegen,Emmen,1.75,3.7,4.0,Holland
Futbol,Sportium,Fortuna Sittard,Volendam,2.65,3.4,2.37,Holland
Futbol,Sportium,Waalwijk,PSV Eindhoven,2.4,3.4,2.65,Holland
Futbol,Sportium,Dordrecht,Almere City FC,2.87,3.5,2.2,Holland
Futbol,Sportium,Partick Thistle,Concord Rangers,5.8,4.0,1.57,Scotland
Futbol,Sportium,Celtic Glasgow,Ross County,1.14,8.0,23.0,Scotland
Futbol,Sportium,Hibernian,Motherwell,1.61,3.8,5.2,Scotland
Futbol,Sportium,Aberdeen,Kilmarnock,1.3,5.0,10.0,Scotland
Futbol,Sportium,Dundee FC,St. Johnstone,3.1,3.25,2.3,Scotland
Futbol,Sportium,Falkirk,Dundee FC,2.6,3.25,2.55,Scotland
Futbol,Sportium,Dumbarton,Brechin,2.0,3.4,3.4,Scotland
Futbol,Sportium,Dunfermline Athletic,St. Mirren,2.4,3.4,2.65,Scotland
Futbol,Sportium,Inverness,Livingston,2.05,3.3,3.3,Scotland
Futbol,Sportium,Ayr United,Alloa,1.72,3.5,3.75,Scotland
Futbol,Sportium,Queens Park,Raith Rovers,5.0,3.75,1.53,Scotland
Futbol,Sportium,Brighton,Stranraer,2.4,3.25,2.5,Scotland
Futbol,Sportium,Airdrie,East Fife,2.0,3.4,3.1,Scotland
Futbol,Sportium,Forfar,Arbroath,2.37,3.3,2.5,Scotland
Futbol,Sportium,Eibar,CD Leganes,2.1,3.1,3.8,Spain
Futbol,Sportium,Levante,Valencia,3.0,3.25,2.3,Spain
Futbol,Sportium,Getafe,Barcelona,11.0,6.0,1.25,Spain
Futbol,Sportium,Real Betis,La Coruna,1.85,3.5,4.2,Spain
Futbol,Sportium,Atletico Madrid,Malaga,1.22,5.75,13.0,Spain
Futbol,Sportium,Girona CF,Sevilla FC,3.1,3.3,2.25,Spain
Futbol,Sportium,Las Palmas UD,Athletic de Bilbao,2.8,3.3,2.45,Spain
Futbol,Sportium,CD Real Sociedad,Real Madrid,4.6,4.2,1.66,Spain
Futbol,Sportium,Espanyol,Celta de Vigo,2.35,3.2,3.1,Spain
Futbol,Sportium,CD Lugo,Zaragoza,2.2,3.0,3.3,Spain
Futbol,Sportium,Valladolid,Granada,1.85,3.3,4.0,Spain
Futbol,Sportium,Sevilla Atletico,Rayo Vallecano,3.0,3.2,2.25,Spain
Futbol,Sportium,La Hoya Lorca CF,Reus,2.35,2.9,3.1,Spain
Futbol,Sportium,Osasuna,Almeria,1.95,3.1,4.0,Spain
Futbol,Sportium,Numancia,Sporting Gijon,2.3,3.0,3.1,Spain
Futbol,Sportium,Alcorcon,Barcelona,2.0,3.2,3.6,Spain
Futbol,Sportium,Galatasaray,Kasimpasaspor,1.28,5.2,9.0,Turkey
Futbol,Sportium,Osmanlispor,Sivasspor,1.9,3.3,3.9,Turkey
Futbol,Sportium,Istanbul Basaksehir,Trabzonspor,1.83,3.5,3.9,Turkey
Futbol,Sportium,Alanyaspor,Fenerbahce,3.25,3.5,2.05,Turkey
Futbol,Sportium,Besiktas,Konyaspor,1.44,4.33,6.5,Turkey
Futbol,Sportium,Gztepe AS,Genclerbirligi,2.1,3.25,3.3,Turkey
Futbol,Sportium,Kayserispor,Antalyaspor,2.45,3.2,2.75,Turkey
Futbol,Marca apuestas,FC Haka Valkeakoski,Inter Turku,3.5,3.45,1.91,Finland
Futbol,Marca apuestas,Ruch Chorzow,GKS Tychy 71,3.0,3.3,2.2,Poland
Futbol,Marca apuestas,Madla,Staal Jrpeland,1.91,4.5,2.7,Norway
Futbol,Marca apuestas,Villarreal,FC Astana,1.22,6.25,15.0,UEFA Europe League
Futbol,Marca apuestas,Slavia Prague,Maccabi Netanya,2.05,3.25,3.95,UEFA Europe League
Futbol,Marca apuestas,Young Boys Bern,Partizan Belgrade,1.83,3.7,4.33,UEFA Europe League
Futbol,Marca apuestas,Dynamo Kiev,Skenderbeu Korce,1.15,8.0,19.0,UEFA Europe League
Futbol,Marca apuestas,Hoffenheim,Sporting Braga,1.3,5.5,11.0,UEFA Europe League
Futbol,Marca apuestas,Istanbul Basaksehir,Ludogorets Razgrad,1.57,4.0,6.25,UEFA Europe League
Futbol,Marca apuestas,Rijeka,AEK Athen,2.35,3.1,3.4,UEFA Europe League
